GEOID,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,imputed,subbed
24,2005,Maryland,USA,5637418.0,5.53,30.44,1042.0,69475.0,326400.0,29.6,57.74,28.55,6.59,0.2,4.89,0.04,1.71,0.29,162032,2114.0,71.0,0.04,1.3,0,0
23,2005,Maine,USA,1316380.0,8.57,27.16,688.0,46541.0,172100.0,29.5,94.51,1.12,1.26,0.49,0.93,0.02,1.58,0.08,151919,2027.0,1812.0,1.19,1.33,0,0
26,2005,Michigan,USA,10039208.0,10.26,25.39,709.0,48700.0,147500.0,31.9,77.53,13.88,4.05,0.46,2.33,0.02,1.58,0.14,1025089,118469.0,57645.0,5.62,11.56,0,0
27,2005,Minnesota,USA,5188581.0,6.38,25.14,746.0,57007.0,207000.0,29.2,85.37,4.27,4.03,0.99,3.58,0.04,1.57,0.15,422119,15910.0,7049.0,1.67,3.77,0,0
29,2005,Missouri,USA,5904382.0,9.84,29.68,650.0,46005.0,134500.0,28.4,82.08,11.09,3.13,0.37,1.44,0.07,1.72,0.1,654406,40587.0,24008.0,3.67,6.2,0,0
28,2005,Mississippi,USA,2922240.0,16.97,29.5,622.0,36796.0,91400.0,31.3,58.83,36.9,2.1,0.4,0.84,0.03,0.84,0.06,250390,12155.0,9450.0,3.77,4.85,0,0
30,2005,Montana,USA,956257.0,9.76,31.06,613.0,43089.0,162100.0,27.7,87.92,0.51,2.81,5.93,0.65,0.08,2.01,0.08,98913,990.0,790.0,0.8,1.0,0,0
37,2005,North Carolina,USA,9045705.0,11.06,31.95,702.0,45069.0,143700.0,29.1,67.45,20.94,7.0,1.08,1.9,0.04,1.39,0.2,1036534,190778.0,50800.0,4.9,18.41,0,0
38,2005,North Dakota,USA,639725.0,7.37,34.32,535.0,45140.0,104300.0,25.3,89.62,0.91,1.97,5.25,0.82,0.05,1.34,0.05,91551,503.0,,,0.55,0,0
31,2005,Nebraska,USA,1772124.0,7.93,32.13,632.0,47995.0,119700.0,26.4,84.22,4.06,7.75,0.68,1.59,0.1,1.51,0.09,210292,7913.0,5214.0,2.48,3.76,0,0
33,2005,New Hampshire,USA,1315419.0,5.03,26.99,922.0,63033.0,253000.0,28.8,93.07,1.03,2.57,0.21,1.89,0.02,1.08,0.13,113044,2367.0,1830.0,1.62,2.09,0,0
34,2005,New Jersey,USA,8650548.0,6.51,32.86,1059.0,68981.0,356800.0,30.4,62.02,13.04,15.9,0.12,7.37,0.02,1.11,0.41,1065128,133404.0,298.0,0.03,12.52,0,0
35,2005,New Mexico,USA,1964860.0,13.73,30.4,659.0,42742.0,150500.0,29.1,41.58,1.99,44.76,8.75,1.28,0.04,1.38,0.22,211095,13235.0,8395.0,3.98,6.27,0,0
32,2005,Nevada,USA,2545763.0,8.0,39.28,989.0,55585.0,275300.0,30.1,57.44,7.21,25.2,1.03,6.09,0.46,2.36,0.21,273079,24165.0,19927.0,7.3,8.85,0,0
36,2005,New York,USA,19423896.0,10.48,44.27,945.0,55233.0,300600.0,30.5,60.34,14.62,16.33,0.24,6.74,0.02,1.18,0.52,2426736,303491.0,48351.0,1.99,12.51,0,0
39,2005,Ohio,USA,11511858.0,10.0,30.51,665.0,47144.0,134500.0,29.4,82.5,11.61,2.62,0.16,1.5,0.02,1.46,0.14,1406910,109498.0,53751.0,3.82,7.78,0,0
40,2005,Oklahoma,USA,3610073.0,12.18,32.08,614.0,41861.0,98800.0,28.2,71.52,7.24,7.55,6.36,1.57,0.09,5.57,0.1,441785,29562.0,20215.0,4.58,6.69,0,0
